model,total_elapsed_time,P-1,S-1,E-1,E-2,E-3,E-4,E-5,E-6,E-7,E-8,E-9,E-10,E-11,E-12,E-13,A-1,D-1,P-2,P-3,D-2,D-3,D-4,A-2,A-3,A-4,G-1,G-2,D-5,D-6,D-7,F-1,P-4,G-3,T-1,T-2,D-8,D-9,F-2,G-4,T-3,D-11,D-12,B-1,G-6,G-7,P-7,R-1,A-5,A-6,A-7,D-13,P-2,A-8,A-9,F-3,M-6,M-1,M-2,S-2,P-10,T-4,T-5,F-7,M-3,M-4,M-5,P-15,C-1,C-2,T-12,T-13,F-4,F-5,D-14,T-9,P-14,T-8,P-11,D-15,D-16,M-7,F-8
prova,1476.231651544571,44.25255465507507,19.243524312973022,22.81299090385437,22.593700170516968,22.77462148666382,24.182796478271484,23.146450757980347,23.310558557510376,24.42272710800171,22.007404565811157,22.264617443084717,26.184391736984253,23.229093313217163,22.791472673416138,23.66591453552246,24.537615537643433,23.76730179786682,21.511571407318115,22.499489068984985,27.692631721496582,23.06507444381714,23.366241455078125,22.667938947677612,23.448586463928223,21.183396816253662,22.01295304298401,20.973646879196167,19.506290435791016,21.940287113189697,19.50265407562256,23.85736322402954,23.423619985580444,20.13308572769165,28.146973609924316,23.569693088531494,18.083267211914062,18.080605030059814,21.467581510543823,18.12566876411438,21.083102464675903,19.612529754638672,17.401479244232178,17.903159856796265,21.42000460624695,18.102673530578613,20.128879070281982,19.267289876937866,12.935636758804321,12.193851470947266,24.50548529624939,15.730601787567139,21.511571407318115,18.610432863235474,19.340643644332886,23.942094802856445,10.05238676071167,9.978888988494873,10.129549741744995,8.72137975692749,16.64862871170044,9.361677408218384,9.719974994659424,15.022819519042969,8.362595319747925,6.910155296325684,8.511479616165161,10.230547904968262,9.311199188232422,7.657953977584839,7.9437689781188965,8.10496711730957,11.096520900726318,12.573241472244263,10.569805383682251,5.377448081970215,17.373509407043457,6.104395866394043,13.251789331436157,10.136069297790527,7.156955718994141,9.043810606002808,12.87822413444519
prova,1568.0443432331085,31.4151029586792,20.177974939346313,27.575501680374146,26.004378080368042,24.592669248580933,23.539324045181274,25.373534440994263,22.19892144203186,21.785940647125244,25.09115242958069,25.55244016647339,25.440973043441772,26.903555393218994,24.80035424232483,27.803951263427734,23.1162109375,23.140178203582764,21.53423500061035,24.029184103012085,23.990017652511597,24.29357099533081,22.500654458999634,26.983376264572144,24.757919311523438,22.491357564926147,25.38086748123169,21.142534732818604,20.28702473640442,28.82418155670166,21.084859609603882,22.83459234237671,21.904770851135254,22.473857164382935,31.795798301696777,34.912047147750854,19.97225856781006,21.248596668243408,23.031429290771484,20.073002338409424,23.880950927734375,20.44248867034912,24.18721842765808,20.99744725227356,25.05302405357361,21.02249789237976,21.670109272003174,22.12946081161499,14.709277153015137,13.779410123825073,27.705244302749634,21.227020978927612,21.53423500061035,20.54899001121521,24.116463661193848,23.167162656784058,7.916694402694702,14.865033626556396,8.804031133651733,6.966844081878662,16.67509651184082,7.512164831161499,8.206263780593872,15.857456684112549,8.619376182556152,7.498168468475342,11.744083404541016,10.595365524291992,8.495211124420166,6.777355909347534,9.78343653678894,7.54375696182251,12.059171915054321,13.70006513595581,9.989407300949097,4.464177846908569,19.696654558181763,6.617647647857666,11.988954782485962,7.858751058578491,8.816318988800049,7.277322292327881,10.833154916763306
prova,1423.9429397583008,26.695950031280518,18.47615694999695,22.74623441696167,21.572391986846924,22.67682695388794,22.553868055343628,21.428658485412598,21.601192235946655,22.060120582580566,24.1589298248291,22.18280005455017,25.461435794830322,22.479835510253906,22.934582710266113,23.31075143814087,23.14972472190857,22.709651231765747,20.8209171295166,25.9575936794281,24.0372052192688,23.57870101928711,23.05143427848816,24.261846780776978,23.563777446746826,20.5282301902771,21.605790615081787,21.012380599975586,20.09404730796814,19.48380732536316,18.554035663604736,24.333300590515137,21.213942050933838,19.251018047332764,27.941187143325806,23.0478196144104,17.568032264709473,17.54727792739868,20.376046895980835,17.265363693237305,21.160560607910156,19.02707529067993,16.86474919319153,17.65908145904541,20.63038182258606,17.151901483535767,19.964275598526,18.683830499649048,12.342238664627075,12.164407014846802,23.880747079849243,16.001710176467896,20.8209171295166,16.506529331207275,17.757379293441772,23.429436683654785,9.679268598556519,9.65042519569397,9.807719469070435,8.377660036087036,16.017515182495117,9.440675973892212,9.66632890701294,14.556397914886475,7.733312129974365,6.599989891052246,8.913021564483643,9.948322534561157,9.16891884803772,7.519125938415527,7.617262363433838,8.339503049850464,10.677421808242798,12.345465898513794,10.492584466934204,5.165555000305176,19.46530270576477,6.574727535247803,13.036459684371948,9.080862998962402,7.2105982303619385,9.077442407608032,12.341044664382935
