model,total_elapsed_time,P-1,S-1,E-1,E-2,E-3,E-4,E-5,E-6,E-7,E-8,E-9,E-10,E-11,E-12,E-13,A-1,D-1,P-2,P-3,D-2,D-3,D-4,A-2,A-3,A-4,G-1,G-2,D-5,D-6,D-7,F-1,P-4,G-3,T-1,T-2,D-8,D-9,F-2,G-4,T-3,D-11,D-12,B-1,G-6,G-7,P-7,R-1,A-5,A-6,A-7,D-13,P-2,A-8,A-9,F-3,M-6,M-1,M-2,S-2,P-10,T-4,T-5,F-7,M-3,M-4,M-5,P-15,C-1,C-2,T-12,T-13,F-4,F-5,D-14,T-9,P-14,T-8,P-11,D-15,D-16,M-7,F-8
prova,480.5201790332794,26.08672022819519,4.727762460708618,6.482284069061279,5.670019149780273,6.646764755249023,6.946907997131348,6.997841119766235,6.428110122680664,6.553011894226074,5.891621828079224,6.167234182357788,9.677628993988037,6.680531024932861,6.753569841384888,7.476313591003418,7.409923791885376,7.193892478942871,6.2744903564453125,6.257503032684326,11.069764614105225,6.9987123012542725,6.860879898071289,7.775342226028442,7.834331274032593,5.553894519805908,6.318275213241577,7.438039541244507,5.242159128189087,5.235000848770142,4.917544364929199,6.8069000244140625,7.752526760101318,5.059946060180664,11.53680968284607,6.3874897956848145,2.9739952087402344,3.8690507411956787,3.3228392601013184,3.7930080890655518,4.662384271621704,4.311862468719482,1.2428650856018066,2.7878081798553467,4.732945919036865,2.7355949878692627,4.88517165184021,4.004715204238892,3.40722393989563,3.587453603744507,7.860508680343628,1.600193738937378,6.2744903564453125,1.7452411651611328,1.6482422351837158,7.95646071434021,6.603175401687622,6.217908620834351,6.359747409820557,5.796957969665527,5.217811346054077,5.853326797485352,6.0204339027404785,5.617656469345093,4.6242146492004395,3.6182830333709717,4.7471230030059814,5.28192663192749,5.560845851898193,4.416226148605347,3.511650323867798,4.075079917907715,4.9675376415252686,5.621694087982178,6.197699785232544,3.687560558319092,5.80622935295105,3.918508768081665,6.881819486618042,5.607091426849365,3.6511077880859375,5.566881895065308,8.608065605163574
prova,402.5693838596344,8.151938438415527,3.92565655708313,6.6500749588012695,4.906043767929077,5.503026485443115,4.698782682418823,6.594548463821411,3.6772968769073486,3.749080181121826,5.92045259475708,5.876971960067749,6.690227508544922,6.594407796859741,6.575927257537842,8.263874530792236,4.511297941207886,4.422623157501221,4.157192707061768,5.076221942901611,4.795453786849976,4.887700796127319,4.294435024261475,9.72693943977356,6.626770973205566,4.817464113235474,6.397402286529541,4.577240228652954,3.541013479232788,10.066078662872314,4.147055149078369,3.9761102199554443,4.577341556549072,5.15704607963562,12.381256818771362,12.88498830795288,2.4978139400482178,3.1761603355407715,3.34356689453125,2.9807872772216797,4.530256986618042,4.2999794483184814,1.394197940826416,3.1315629482269287,3.957531213760376,2.5406265258789062,4.2975053787231445,3.9960310459136963,2.8617987632751465,3.015751361846924,8.994762659072876,1.7249023914337158,4.157192707061768,2.5745811462402344,2.591313600540161,5.091370582580566,4.282618284225464,10.03746509552002,4.385166645050049,3.6243343353271484,4.1015753746032715,3.2012031078338623,3.8879339694976807,5.255072355270386,4.557256460189819,3.650485038757324,7.406135082244873,4.989093065261841,4.273602724075317,2.9657626152038574,5.083598375320435,2.8849167823791504,5.023054122924805,5.760831356048584,4.765803813934326,2.6757516860961914,4.213881969451904,3.4280314445495605,4.819806337356567,3.8068063259124756,4.610445261001587,3.1466379165649414,5.88222861289978
prova,455.3949613571167,8.813655376434326,4.560105800628662,6.627560615539551,5.902833938598633,6.654465198516846,6.9577085971832275,6.314173936843872,6.241915941238403,6.374107599258423,5.705206632614136,6.200510740280151,9.292164325714111,6.4835875034332275,6.532890558242798,7.337946891784668,7.182571887969971,6.882641077041626,6.312084436416626,6.333968639373779,7.095289707183838,7.5618813037872314,6.837737798690796,7.883992671966553,8.193402767181396,5.72261381149292,6.245349884033203,7.3965744972229,4.67755126953125,5.242530822753906,4.886629581451416,6.699367523193359,7.0816168785095215,5.026576280593872,11.631381511688232,6.336492538452148,3.060793876647949,3.9392762184143066,3.118529796600342,3.6777775287628174,4.735783576965332,4.37206244468689,1.1872577667236328,2.828238010406494,4.621272325515747,2.6588029861450195,4.8653199672698975,4.085930347442627,3.259300947189331,3.457334518432617,7.7168288230896,1.6246297359466553,6.312084436416626,1.6798138618469238,1.5212395191192627,8.134053230285645,6.635879755020142,6.095036268234253,6.244032144546509,5.660487651824951,5.100003480911255,5.83444356918335,6.068643808364868,5.747421741485596,4.397217750549316,3.57309889793396,4.50387167930603,5.242275953292847,5.648802757263184,4.39330792427063,3.5306894779205322,4.133245229721069,4.777516603469849,5.513747215270996,6.203654766082764,3.7915220260620117,5.637608528137207,4.013616323471069,7.0277674198150635,5.5952770709991455,3.6879513263702393,5.667769193649292,8.499572038650513
